drugbank_id,drugbank_name,drugbank_inchikey,drugbank_firstblock,atc_codes,n_atc_codes,drugbank_targets,n_drugbank_targets
DB14971,Iomazenil,FRIZVHMAECRUBR-UHFFFAOYSA-N,FRIZVHMAECRUBR,,0,,0
DB14972,Methamidophos,NNKVPIKMPCQWCG-UHFFFAOYSA-N,NNKVPIKMPCQWCG,,0,,0
DB14973,Abrocitinib,IUEWXNHSKRWHDY-PHIMTYICSA-N,IUEWXNHSKRWHDY,D11AH08,1,JAK1|JAK2|JAK3|TYK2,4
DB14974,Pimodivir,JGPXDNKSIXAZEQ-SBBZOCNPSA-N,JGPXDNKSIXAZEQ,,0,,0
DB14975,Voxelotor,FWCVZAQENIZVMY-UHFFFAOYSA-N,FWCVZAQENIZVMY,B06AX03,1,HBA1,1
DB14976,Relacorilant,WANIDIGFXJFFEL-SANMLTNESA-N,WANIDIGFXJFFEL,,0,NR3C1,1
DB14977,Padsevonil,DCXFIOLWWRXEQH-SSDOTTSWSA-N,DCXFIOLWWRXEQH,,0,SV2A,1
DB14978,MIP-1095 I-131,LFEGKCKGGNXWDV-LUOJOMRDSA-N,LFEGKCKGGNXWDV,,0,,0
DB14979,Martinostat,WNIDBXBLQFPAJA-VOTSOKGWSA-N,WNIDBXBLQFPAJA,,0,HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9,9
DB14980,AZD-6482,IRTDIKMSKMREGO-OAHLLOKOSA-N,IRTDIKMSKMREGO,,0,PIK3CB,1
DB14981,Phytic acid,IMQLKJBTEOYOSI-GPIVLXJGSA-N,IMQLKJBTEOYOSI,,0,,0
DB14982,Miransertib,HNFMVVHMKGFCMB-UHFFFAOYSA-N,HNFMVVHMKGFCMB,,0,AKT1|AKT3,2
DB14983,Cimlanod,LIXKIXWSKOENAB-UHFFFAOYSA-N,LIXKIXWSKOENAB,,0,,0
DB14984,Casimersen,,,M09AX13,1,,0
DB14985,Enarodustat,NALAUGMPMIVAOW-UHFFFAOYSA-N,NALAUGMPMIVAOW,,0,,0
DB14986,Linrodostat,KRTIYQIPSAGSBP-ZACQAIPSSA-N,KRTIYQIPSAGSBP,,0,,0
DB14987,Difamilast,VFBILHPIHUPBPZ-UHFFFAOYSA-N,VFBILHPIHUPBPZ,,0,,0
DB14988,Dalantercept,,,,0,,0
DB14989,Umbralisib,IUVCFHHAEHNCFT-INIZCTEOSA-N,IUVCFHHAEHNCFT,L01EX25,1,ABL1|CSNK1E|PIK3CD,3
DB14990,Bazlitoran,,,,0,,0
DB14991,Nomacopan,,,,0,,0
DB14992,Pegunigalsidase alfa,,,A16AB20,1,GLA,1
DB14993,Pyrotinib,SADXACCFNXBCFY-IYNHSRRRSA-N,SADXACCFNXBCFY,,0,EGFR,1
DB14995,NP-G2-044,XLLRLAABUFOJPC-UHFFFAOYSA-N,XLLRLAABUFOJPC,,0,FSCN1,1
DB14996,Sutimlimab,,,L04AJ04,1,C1S,1
DB14997,Pateclizumab,,,,0,,0
DB14998,Olorinab,ACSQLTBPYZSGBA-GMXVVIOVSA-N,ACSQLTBPYZSGBA,,0,CNR2,1
DB14999,Human interferon beta,,,,0,IFNAR1,1
DB15000,Dianexin,,,,0,,0
DB15001,Eflapegrastim,,,L03AA19,1,CSF3R,1
DB15002,Fitusiran,,,,0,,0
DB15003,PF-06700841,BUWBRTXGQRBBHG-MJBXVCDLSA-N,BUWBRTXGQRBBHG,,0,JAK1|TYK2,2
DB15004,MS-1819,,,,0,,0
DB15005,Viltolarsen,,,M09AX12,1,,0
DB15006,Flufenoxuron,RYLHNOVXKPXDIP-UHFFFAOYSA-N,RYLHNOVXKPXDIP,,0,,0
DB15007,Sevuparin,,,,0,,0
DB15008,GO-203-2C,MDQMFOHHSFMREL-YIYMUJAPSA-N,MDQMFOHHSFMREL,,0,,0
DB15009,PF-04937319,MASKQITXHVYVFL-UHFFFAOYSA-N,MASKQITXHVYVFL,,0,GCK,1
DB15010,Edasalonexent,JQLBBYLGWHUHRW-KUBAVDMBSA-N,JQLBBYLGWHUHRW,,0,NFKB1|NFKB2|REL|RELA|RELB,5
DB15011,Avacopan,PUKBOVABABRILL-YZNIXAGQSA-N,PUKBOVABABRILL,L04AJ05,1,C5AR1,1
DB15012,Farampator,XFVRBYKKGGDPAJ-UHFFFAOYSA-N,XFVRBYKKGGDPAJ,,0,GRIA1,1
DB15013,TAK-243,KJDAGXLMHXUAGV-DGWLBADLSA-N,KJDAGXLMHXUAGV,,0,,0
DB15014,Gremubamab,,,,0,,0
DB15015,Recombinant CD40-ligand,,,,0,,0
DB15016,Palladium Pd-103,KDLHZDBZIXYQEI-OIOBTWANSA-N,KDLHZDBZIXYQEI,,0,,0
DB15017,Enoblituzumab,,,,0,,0
DB15018,Agatolimod,,,,0,,0
DB15019,Mongersen,,,,0,,0
DB15020,Mureletecan,,,,0,,0
DB15021,Leriglitazone,OXVFDZYQLGRLCD-UHFFFAOYSA-N,OXVFDZYQLGRLCD,A16AX23,1,PPARG,1
DB15022,Apomab,,,,0,,0
DB15023,BMS-791826,DZBKAUMYTFPJIS-QHCPKHFHSA-N,DZBKAUMYTFPJIS,,0,,0
DB15024,Apararenone,AZNHWXAFPBYFGH-UHFFFAOYSA-N,AZNHWXAFPBYFGH,,0,,0
DB15025,Girentuximab I-124,,,,0,,0
DB15026,CXA-10,WRADPCFZZWXOTI-BMRADRMJSA-N,WRADPCFZZWXOTI,,0,,0
DB15027,Adriforant,ISBHYKVAFKTATD-SNVBAGLBSA-N,ISBHYKVAFKTATD,,0,HRH4,1
DB15028,MK-1064,CKTWQGHVNRYNCM-UHFFFAOYSA-N,CKTWQGHVNRYNCM,,0,,0
DB15029,AZD-8186,LMJFJIDLEAWOQJ-CQSZACIVSA-N,LMJFJIDLEAWOQJ,,0,PIK3CB|PIK3CG,2
DB15030,GTI-2040,,,,0,,0
DB15031,Daridorexant,NBGABHGMJVIVBW-QHCPKHFHSA-N,NBGABHGMJVIVBW,N05CJ03,1,HCRTR1|HCRTR2,2
DB15032,Obexelimab,,,,0,,0
DB15033,Flortaucipir,GETAAWDSFUCLBS-UHFFFAOYSA-N,GETAAWDSFUCLBS,,0,MAPT,1
DB15034,PRI-724,VHOZWHQPEJGPCC-AZXNYEMZSA-N,VHOZWHQPEJGPCC,,0,CREBBP,1
DB15035,Zanubrutinib,RNOAOAWBMHREKO-QFIPXVFZSA-N,RNOAOAWBMHREKO,L01EL03,1,BLK|BMX|BTK|EGFR|ERBB2|ERBB4|FGR|FRK|ITK|JAK2|JAK3|LCK|PTK6|TEC|TXK,15
DB15036,Sitravatinib,WLAVZAAODLTUSW-UHFFFAOYSA-N,WLAVZAAODLTUSW,L01EX26,1,FLT4|KDR|MET|RET,4
DB15037,Poly(lactic acid),,,,0,,0
DB15038,Litoxetine,MJJDYOLPMGIWND-UHFFFAOYSA-N,MJJDYOLPMGIWND,,0,SLC6A4,1
DB15039,ITI-214,BBIPVJCGIASXJB-PKTZIBPZSA-N,BBIPVJCGIASXJB,,0,,0
DB15040,TP-271,IXMIZHVJXGKPJI-HMFHYXQTSA-N,IXMIZHVJXGKPJI,,0,,0
DB15041,Florilglutamic acid F-18,MKDNDKMECWBLOF-XUCPOOORSA-N,MKDNDKMECWBLOF,,0,,0
DB15042,Tavolixizumab,,,,0,,0
DB15043,Toripalimab,,,L01FF13,1,PDCD1,1
DB15044,Tafasitamab,,,L01FX12,1,CD19,1
DB15045,Ipafricept,,,,0,,0
DB15046,LY-2881835,FHRWHNJJQGSCQC-LJAQVGFWSA-N,FHRWHNJJQGSCQC,,0,FFAR1,1
DB15047,BMS-919373,XGKULQQVQWCASY-UHFFFAOYSA-N,XGKULQQVQWCASY,,0,KCNA5,1
DB15048,Licogliflozin,XFJAMQQAAMJFGB-ZQGJOIPISA-N,XFJAMQQAAMJFGB,,0,SLC5A1|SLC5A2,2
DB15049,Sucralose,BAQAVOSOZGMPRM-QBMZZYIRSA-N,BAQAVOSOZGMPRM,,0,,0
DB15050,Neopterin,BMQYVXCPAOLZOK-XINAWCOVSA-N,BMQYVXCPAOLZOK,,0,,0
DB15051,Ethaselen,SFFSGPCYJCMDJM-UHFFFAOYSA-N,SFFSGPCYJCMDJM,,0,,0
DB15052,Ansofaxine,QKYBZJLEMOZFFU-UHFFFAOYSA-N,QKYBZJLEMOZFFU,,0,,0
DB15053,Lintuzumab satetraxetan AC-225,,,,0,,0
DB15054,TAS-117,AIFGVDXMHWGOGJ-DIVCQZSQSA-N,AIFGVDXMHWGOGJ,,0,,0
DB15055,ABT-639,AGPIHNZOZNKRGT-CYBMUJFWSA-N,AGPIHNZOZNKRGT,,0,CACNA1H,1
DB15056,Bifenthrin,OMFRMAHOUUJSGP-IRHGGOMRSA-N,OMFRMAHOUUJSGP,,0,,0
DB15057,Fosgemcitabine palabenamide,NHTKGYOMICWFQZ-UHFFFAOYSA-N,NHTKGYOMICWFQZ,,0,,0
DB15058,Flutemetamol,VVECGOCJFKTUAX-UHFFFAOYSA-N,VVECGOCJFKTUAX,,0,,0
DB15059,Aprocitentan,DKULOVKANLVDEA-UHFFFAOYSA-N,DKULOVKANLVDEA,C02KN01,1,EDNRA|EDNRB,2
DB15060,Human interleukin-6,,,,0,,0
DB15061,Lefitolimod,,,,0,,0
DB15062,Inarigivir,LYMICVBGNUEHGE-FUQPUAIBSA-N,LYMICVBGNUEHGE,,0,,0
DB15063,Inarigivir soproxil,CJCYTUJOSMYXLE-JDLSZIHUSA-N,CJCYTUJOSMYXLE,,0,NOD2,1
DB15064,Teprasiran,,,,0,,0
DB15065,PF-06291874,IBDYYOQKQCCSDP-QFIPXVFZSA-N,IBDYYOQKQCCSDP,,0,GCGR,1
DB15066,Givosiran,,,A16AX16,1,ALAS1,1
DB15067,Volanesorsen,,,C10AX18,1,APOC3,1
DB15068,Agerafenib,DKNUPRMJNUQNHR-UHFFFAOYSA-N,DKNUPRMJNUQNHR,,0,BRAF|RET,2
DB15069,Pexastimogene devacirepvec,,,,0,,0
DB15070,GI heptapeptide,,,,0,,0
DB15071,Omidenepag isopropyl,VIQCWEGEHRBLAC-UHFFFAOYSA-N,VIQCWEGEHRBLAC,G01AE10,1,PTGER1|PTGER2,2
DB15072,Beinaglutide,,,A10BJ07,1,,0
DB15073,Ribose,PYMYPHUHKUWMLA-LMVFSUKVSA-N,PYMYPHUHKUWMLA,,0,,0
DB15074,Aglatimagene besadenovec,,,,0,,0
DB15075,Mipicoledine,ZJUUIXYKTPSIOH-LEZJFEBPSA-N,ZJUUIXYKTPSIOH,,0,,0
DB15076,Abrilumab,,,,0,,0
DB15077,Efinopegdutide,,,,0,,0
DB15078,Rogaratinib,HNLRRJSKGXOYNO-UHFFFAOYSA-N,HNLRRJSKGXOYNO,,0,,0
DB15079,Troriluzole,YBZSGIWIPOUSHY-UHFFFAOYSA-N,YBZSGIWIPOUSHY,N07XX23,1,,0
DB15080,ELX-02,KJBRSTPUILEBDR-YBNFDXCTSA-N,KJBRSTPUILEBDR,,0,,0
DB15081,Melanoma antigen recognized by T-cells 1,,,,0,,0
DB15082,Cabiralizumab,,,,0,,0
DB15083,Domagrozumab,,,,0,,0
DB15084,GS-9191,YTMOQFAFGKLYIW-CONSDPRKSA-N,YTMOQFAFGKLYIW,,0,,0
DB15085,Fulacimstat,JDARDSVOVYVQST-MRXNPFEDSA-N,JDARDSVOVYVQST,,0,CMA1,1
DB15086,Ocrylate,RPQUGMLCZLGZTG-UHFFFAOYSA-N,RPQUGMLCZLGZTG,,0,,0
DB15087,Psicose,BJHIKXHVCXFQLS-PUFIMZNGSA-N,BJHIKXHVCXFQLS,,0,,0
DB15088,Oleclumab,,,,0,,0
DB15089,Frovocimab,,,,0,,0
DB15090,Tezepelumab,,,R03DX11,1,TSLP,1
DB15091,Upadacitinib,WYQFJHHDOKWSHR-MNOVXSKESA-N,WYQFJHHDOKWSHR,L04AF03,1,JAK1,1
DB15092,LY-2624803,UEFWDVMEDFCHGW-UHFFFAOYSA-N,UEFWDVMEDFCHGW,,0,HRH1,1
DB15093,Somapacitan,,,H01AC07,1,GHR,1
DB15094,Anfibatide,,,,0,,0
DB15095,Leridistim,,,,0,,0
DB15096,18-methoxycoronaridine,DTJQBBHYRQYDEG-SVBQBFEESA-N,DTJQBBHYRQYDEG,,0,CHRNA2|CHRNA3,2
DB15097,Gefapixant,HLWURFKMDLAKOD-UHFFFAOYSA-N,HLWURFKMDLAKOD,G01AE10|R05DB29,2,P2RX2|P2RX3,2
DB15098,Morinidazole,GAZGHCHCYRSPIV-UHFFFAOYSA-N,GAZGHCHCYRSPIV,,0,,0
DB15099,GW-468816,XDKRVNKVAKCFGW-WXWBBQJKSA-N,XDKRVNKVAKCFGW,,0,,0
DB15100,Cusatuzumab,,,,0,CD70,1
DB15101,Tigatuzumab,,,,0,,0
DB15102,Pemigatinib,HCDMJFOHIXMBOV-UHFFFAOYSA-N,HCDMJFOHIXMBOV,L01EN02,1,FGFR1|FGFR2|FGFR3|FGFR4,4
DB15103,Glutamine 2-n-15,ZDXPYRJPNDTMRX-OGWWSMAPSA-N,ZDXPYRJPNDTMRX,,0,,0
DB15104,Telisotuzumab vedotin,,,,0,,0
DB15105,PF-06751979,ZLZUHACSRMOLLV-RAALSFIWSA-N,ZLZUHACSRMOLLV,,0,,0
DB15106,Surufatinib,TTZSNFLLYPYKIL-UHFFFAOYSA-N,TTZSNFLLYPYKIL,L01EX24,1,CSF1R|FGFR1|FLT1|FLT4|KDR,5
DB15107,Fludeoxyglucose,AOYNUTHNTBLRMT-SLPGGIOYSA-N,AOYNUTHNTBLRMT,,0,,0
DB15108,Tipranavir C-14,SUJUHGSWHZTSEU-MWQIXQBFSA-N,SUJUHGSWHZTSEU,,0,,0
DB15109,Ingenol disoxate,GLIUZQUNUNICGS-XUBYYPQFSA-N,GLIUZQUNUNICGS,,0,,0
DB15110,Onvansertib,QHLVBNKYJGBCQJ-UHFFFAOYSA-N,QHLVBNKYJGBCQJ,,0,PLK1,1
DB15111,Acetic acid C-11,QTBSBXVTEAMEQO-JVVVGQRLSA-N,QTBSBXVTEAMEQO,,0,,0
DB15112,Somatropin pegol,,,,0,,0
DB15113,Utomilumab,,,,0,,0
DB15114,Vamorolone,ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,ZYTXTXAMMDTYDQ,H02AB18,1,NR3C1|NR3C2,2
DB15115,Nimacimab,,,,0,,0
DB15116,Ramatercept,,,,0,,0
DB15117,Transfluthrin,DDVNRFNDOPPVQJ-HQJQHLMTSA-N,DDVNRFNDOPPVQJ,,0,,0
DB15118,Zolbetuximab,,,,0,CLDN18,1
DB15119,Ropeginterferon alfa-2b,,,L03AB15,1,IFNAR1,1
DB15120,GSK-239512,YFRBKEVUUCQYOW-UHFFFAOYSA-N,YFRBKEVUUCQYOW,,0,HRH3,1
DB15121,AT-001,YRGPAXAVTDMKDK-UHFFFAOYSA-N,YRGPAXAVTDMKDK,,0,,0
DB15122,PCS-499,NSMXQKNUPPXBRG-WHPHVCHMSA-N,NSMXQKNUPPXBRG,,0,,0
DB15123,Dorzagliatin,HMUMWSORCUWQJO-QAPCUYQASA-N,HMUMWSORCUWQJO,A10BX18,1,GCK,1
DB15124,PF-05241328,RVTSXVZXEGFIPW-UHFFFAOYSA-N,RVTSXVZXEGFIPW,,0,SCN9A,1
DB15125,Belapectin,,,,0,,0
DB15126,IMG-7289,KQKBMHGOHXOHTD-KKUQBAQOSA-N,KQKBMHGOHXOHTD,,0,KDM1A,1
DB15127,Hydrogen,UFHFLCQGNIYNRP-UHFFFAOYSA-N,UFHFLCQGNIYNRP,,0,,0
DB15128,Remtolumab,,,,0,,0
DB15129,Pegadricase,,,,0,,0
DB15130,Dexpramipexole,FASDKYOPVNHBLU-SSDOTTSWSA-N,FASDKYOPVNHBLU,,0,IL13|IL4,2
DB15131,Interferon alfa-2c,,,,0,,0
DB15132,AZD-8165,YUHNXUAATAMVKD-PZJWPPBQSA-N,YUHNXUAATAMVKD,,0,F2,1
DB15133,Tepotinib,AHYMHWXQRWRBKT-UHFFFAOYSA-N,AHYMHWXQRWRBKT,L01EX21,1,MET|MTNR1B|NISCH,3
DB15134,Fluoroazomycin arabinoside F-18,LPZSRGRDVVGMMX-FJBGPTLJSA-N,LPZSRGRDVVGMMX,,0,,0
DB15135,Ponezumab,,,,0,,0
DB15136,Rebaudioside A,HELXLJCILKEWJH-NCGAPWICSA-N,HELXLJCILKEWJH,,0,,0
DB15137,VK-2809,LGGPZDRLTDGYSQ-JADSYQMUSA-N,LGGPZDRLTDGYSQ,,0,THRB,1
DB15138,AZD-9496,DFBDRVGWBHBJNR-BBNFHIFMSA-N,DFBDRVGWBHBJNR,,0,ESR1,1
DB15139,Bifunctional epoxide hydrolase 2,,,,0,,0
DB15140,Bempegaldesleukin,,,,0,,0
DB15141,Deutivacaftor,PURKAOJPTOLRMP-ASMGOKTBSA-N,PURKAOJPTOLRMP,,0,,0
DB15142,Chitin,,,,0,,0
DB15143,PF-06650833,JKDGKIBAOAFRPJ-ZBINZKHDSA-N,JKDGKIBAOAFRPJ,,0,,0
DB15144,Altropane I-123,GTQLIPQFXVKRKJ-HYRAKNMCSA-N,GTQLIPQFXVKRKJ,,0,,0
DB15145,Ziresovir,GAAICKUTDBZCMT-UHFFFAOYSA-N,GAAICKUTDBZCMT,,0,,0
DB15146,Adrabetadex,NJWCVQBHNBLNOZ-ZRMYETLXSA-N,NJWCVQBHNBLNOZ,,0,,0
DB15147,Tinostamustine,GISXTRIGVCKQBX-UHFFFAOYSA-N,GISXTRIGVCKQBX,,0,,0
DB15148,Lenzilumab,,,,0,,0
DB15149,Futibatinib,KEIPNCCJPRMIAX-HNNXBMFYSA-N,KEIPNCCJPRMIAX,L01EN04,1,FGFR1|FGFR2|FGFR3|FGFR4,4
DB15150,Fibronectin,,,,0,,0
DB15151,RO-6870810,PKQXLRYFPSZKDU-QFIPXVFZSA-N,PKQXLRYFPSZKDU,,0,,0
DB15152,TMC-649128,XJBILYMRFVHPJB-XJQUKVTJSA-N,XJBILYMRFVHPJB,,0,,0
DB15153,Dezamizumab,,,,0,,0
DB15154,Vunakizumab,,,,0,,0
DB15155,Pepinemab,,,,0,,0
DB15156,ABT-072,XMZSTQYSBYEENY-RMKNXTFCSA-N,XMZSTQYSBYEENY,,0,,0
DB15157,Voruciclib,MRPGRAKIAJJGMM-OCCSQVGLSA-N,MRPGRAKIAJJGMM,,0,CDK4,1
DB15158,BPI-3016,,,,0,,0
DB15159,Trevogrumab,,,,0,,0
DB15160,Asunercept,,,,0,,0
DB15161,Pittsburgh Compound B,ZQAQXZBSGZUUNL-BJUDXGSMSA-N,ZQAQXZBSGZUUNL,,0,,0
DB15162,Pegilodecakin,,,,0,,0
DB15163,Selatogrel,FYXHWMQPCJOJCH-GMAHTHKFSA-N,FYXHWMQPCJOJCH,,0,P2RY12,1
DB15164,Apadamtase alfa,,,B01AD13,1,VWF,1
DB15165,Avacincaptad pegol,,,,0,C5,1
DB15166,Albuvirtide,,,,0,,0
DB15167,Fallypride,OABRYNHZQBZDMG-INIZCTEOSA-N,OABRYNHZQBZDMG,,0,,0
DB15168,Cilofexor,KZSKGLFYQAYZCO-UHFFFAOYSA-N,KZSKGLFYQAYZCO,,0,NR1H4,1
DB15169,H3B-6527,MBWRLLRCTIYXDW-UHFFFAOYSA-N,MBWRLLRCTIYXDW,,0,FGFR4,1
DB15170,Evobrutinib,QUIWHXQETADMGN-UHFFFAOYSA-N,QUIWHXQETADMGN,,0,BTK,1
DB15171,Tirzepatide,,,A10BX16,1,GIPR|GLP1R,2
DB15172,Suvratoxumab,,,,0,,0
DB15173,JNJ-42165279,YWGYNGCRVZLMCS-UHFFFAOYSA-N,YWGYNGCRVZLMCS,,0,FAAH,1
DB15175,Ofranergene obadenovec,,,,0,,0
DB15176,Quilizumab,,,,0,,0
DB15177,Bamocaftor,IGEOJNMYRZUKIK-IBGZPJMESA-N,IGEOJNMYRZUKIK,,0,,0
DB15178,Tomuzotuximab,,,,0,,0
DB15180,Cystic fibrosis transmembrane conductance regulator,,,,0,,0
DB15181,Metformin C-11,XZWYZXLIPXDOLR-BJUDXGSMSA-N,XZWYZXLIPXDOLR,,0,,0
DB15182,alpha-Lactalbumin,,,,0,,0
DB15183,Fosmanogepix,JQONJQKKVAHONF-UHFFFAOYSA-N,JQONJQKKVAHONF,,0,,0
DB15184,Mesosulfuron-methyl,NIFKBBMCXCMCAO-UHFFFAOYSA-N,NIFKBBMCXCMCAO,,0,,0
DB15185,Rasdegafusp alfa,,,,0,,0
DB15186,Paxalisib,LGWACEZVCMBSKW-UHFFFAOYSA-N,LGWACEZVCMBSKW,,0,PIK3CG,1
DB15187,Dubermatinib,YUAALFPUEOYPNX-UHFFFAOYSA-N,YUAALFPUEOYPNX,,0,AXL,1
DB15188,Livoletide,JXPWLIYXIWGWSA-CLBRJLNISA-N,JXPWLIYXIWGWSA,,0,,0
DB15189,Birabresib,GNMUEVRJHCWKTO-FQEVSTJZSA-N,GNMUEVRJHCWKTO,,0,BRD2|BRD4,2
DB15190,GLPG-0259,YBFGSJUVEOYPIS-OALUTQOASA-N,YBFGSJUVEOYPIS,,0,MAPKAPK5,1
DB15191,MAX-40279,AVIOBQFPAGEICQ-UHFFFAOYSA-N,AVIOBQFPAGEICQ,,0,,0
DB15192,ABT-288,GNIRITULTPTAQW-KNQAVFIVSA-N,GNIRITULTPTAQW,,0,HRH3,1
DB15193,BMS-955176,XDMUFNNPLXHNKA-ZTESCHFWSA-N,XDMUFNNPLXHNKA,,0,,0
DB15194,Cotadutide,YEKUUBPJRPXMBM-PTCFZACGSA-N,YEKUUBPJRPXMBM,,0,GCG,1
DB15195,Mibenratide,CQXYENUJCPYPTI-YXJUDSKISA-N,CQXYENUJCPYPTI,,0,,0
DB15196,"Lysergic acid 2,4-dimethylazetidide",DUKNIHFTDAXJON-CTQRGLTFSA-N,DUKNIHFTDAXJON,,0,,0
DB15197,RSV-604,MTPVBMVUENFFLL-HXUWFJFHSA-N,MTPVBMVUENFFLL,,0,,0
DB15198,Dextromethadone,USSIQXCVUWKGNF-KRWDZBQOSA-N,USSIQXCVUWKGNF,,0,,0
DB15199,Ciraparantag,HRDUUSCYRPOMSO-ROUUACIJSA-N,HRDUUSCYRPOMSO,,0,,0
DB15200,Bixalomer,,,,0,,0
DB15201,Norbixin,ZVKOASAVGLETCT-UOGKPENDSA-N,ZVKOASAVGLETCT,,0,,0
DB15202,Fluoroacetic acid F-18,QEWYKACRFQMRMB-KTXUZGJCSA-N,QEWYKACRFQMRMB,,0,,0
DB15203,JNJ-26489112,KXSAIQPPGSSNKX-ZETCQYMHSA-N,KXSAIQPPGSSNKX,,0,,0
DB15204,Fosravuconazole,SYTNEMZCCLUTNX-NPMXOYFQSA-N,SYTNEMZCCLUTNX,D01BA03,1,,0
DB15205,Capromorelin,KVLLHLWBPNCVNR-SKCUWOTOSA-N,KVLLHLWBPNCVNR,,0,GHSR,1
DB15206,Uprifosbuvir,SFPFZQKYPOWCSI-KHFYHRBSSA-N,SFPFZQKYPOWCSI,,0,,0
DB15207,Esaxerenone,NOSNHVJANRODGR-UHFFFAOYSA-N,NOSNHVJANRODGR,,0,,0
DB15208,NOP-1A,MZBCQWLYUQJXKA-KRWDZBQOSA-N,MZBCQWLYUQJXKA,,0,,0
DB15209,MK-0736,ORQZQBUNAMJFCY-UHFFFAOYSA-N,ORQZQBUNAMJFCY,,0,,0
DB15210,Chlorotoxin,,,,0,,0
DB15211,Duvortuxizumab,,,,0,,0
DB15212,Pemafibrate,ZHKNLJLMDFQVHJ-RUZDIDTESA-N,ZHKNLJLMDFQVHJ,C10AB12,1,PPARA,1
DB15213,25-desacetylrifapentine,LPUNEQQTZOWCNO-WEOUFWGLSA-N,LPUNEQQTZOWCNO,,0,,0
DB15214,BMS-986104,BPMMYKAHRIEVDH-VOQZNFBZSA-N,BPMMYKAHRIEVDH,,0,S1PR1,1
DB15215,KRN-5500,LQIPDFIUPOYMPR-BKYURJJWSA-N,LQIPDFIUPOYMPR,,0,,0
DB15216,Amylose,,,,0,,0
DB15217,Gastric inhibitory polypeptide,,,,0,,0
DB15218,Pozelimab,,,,0,C5,1
DB15219,Tomivosertib,HKTBYUWLRDZAJK-UHFFFAOYSA-N,HKTBYUWLRDZAJK,,0,MKNK1|MKNK2,2
DB15220,Seliforant,QRBVUFXEMHNIDB-UHFFFAOYSA-N,QRBVUFXEMHNIDB,,0,,0
DB15221,PF-06260414,ZKAVFOXYJCREBQ-SNVBAGLBSA-N,ZKAVFOXYJCREBQ,,0,AR,1
DB15222,GS-6620,YAAQYJCOIFNMKX-RSTNYOGXSA-N,YAAQYJCOIFNMKX,,0,,0
DB15223,Flotetuzumab,,,,0,,0
DB15224,Lisavanbulin,NIPZLALJRAHABJ-IBGZPJMESA-N,NIPZLALJRAHABJ,,0,,0
DB15225,Mitazalimab,,,,0,,0
DB15226,Dasiglucagon,,,H04AA02,1,GCGR,1
DB15227,Tirabrutinib,SEJLPXCPMNSRAM-GOSISDBHSA-N,SEJLPXCPMNSRAM,,0,BTK,1
DB15228,Avidin,,,,0,,0
DB15229,CNV-2197944,BLFJGFDZMABYMY-ZDUSSCGKSA-N,BLFJGFDZMABYMY,,0,CACNA1B,1
DB15230,Dithiopyr,YUBJPYNSGLJZPQ-UHFFFAOYSA-N,YUBJPYNSGLJZPQ,,0,,0
DB15231,Brimapitide,BAAXVYBAMNDCIB-BMCUWHFPSA-N,BAAXVYBAMNDCIB,,0,,0
DB15232,Telaglenastat,PRAAPINBUWJLGA-UHFFFAOYSA-N,PRAAPINBUWJLGA,,0,GLS|GLS2,2
DB15233,Avapritinib,DWYRIWUZIJHQKQ-SANMLTNESA-N,DWYRIWUZIJHQKQ,L01EX18,1,KIT|PDGFRA,2
DB15234,Semorinemab,,,,0,,0
DB15235,Di-2-pyridylketone 4-cyclohexyl-4-methyl-3-thiosemicarbazone,GNLZNQJBZNOUBM-UHFFFAOYSA-N,GNLZNQJBZNOUBM,,0,,0
DB15236,Fucose,PNNNRSAQSRJVSB-KCDKBNATSA-N,PNNNRSAQSRJVSB,,0,,0
DB15237,Fluciclovine,NTEDWGYJNHZKQW-IWLYVCSRSA-N,NTEDWGYJNHZKQW,,0,,0
DB15238,Olinciguat,YWQFJNWMWZMXRW-HXUWFJFHSA-N,YWQFJNWMWZMXRW,,0,,0
DB15239,Nesolicaftor,XPEHHUISIBFLHX-RAIGVLPGSA-N,XPEHHUISIBFLHX,,0,,0
DB15240,Elezanumab,,,,0,,0
DB15241,Methylsamidorphan,ATCVVCBJNHXIEX-ZAHKBLQYSA-O,ATCVVCBJNHXIEX,,0,,0
DB15242,MK-0533,STWITCBWQHTJFJ-XMMPIXPASA-N,STWITCBWQHTJFJ,,0,,0
DB15243,2-(1-Hexyloxyethyl)-2-devinyl pyropheophorbide-a,PVXGCBZIVFCMJK-NMWXTPPCSA-N,PVXGCBZIVFCMJK,,0,,0
DB15244,Iopofosine I-131,ZOAIEFWMQLYMTF-YRKXUXMHSA-N,ZOAIEFWMQLYMTF,,0,,0
DB15245,Olorofim,SUFPWYYDCOKDLL-UHFFFAOYSA-N,SUFPWYYDCOKDLL,,0,,0
DB15246,Salvianolic acid A,YMGFTDKNIWPMGF-UCPJVGPRSA-N,YMGFTDKNIWPMGF,,0,,0
DB15247,Vorolanib,KMIOJWCYOHBUJS-HAKPAVFJSA-N,KMIOJWCYOHBUJS,,0,,0
DB15248,Bulevirtide,,,J05AX28,1,SLC10A1,1
DB15249,MK-6325,BLFKRFGLQFYXDF-WAZRELCSSA-N,BLFKRFGLQFYXDF,,0,,0
